title,description,source,course_id,department,department_codes,topics,url,level,old_domain_single,unified_domain
Moral Problems and the Good Life,"This course will focus on issues that arise in contemporary public debate concerning matters of social justice. Topics will likely include: euthanasia, gay marriage, racism and racial profiling, free speech, hunger and global inequality. Students will be exposed to multiple points of view on the topics and will be given guidance in analyzing the moral frameworks informing opposing positions. The goal will be to provide the basis for respectful and informed discussion of matters of common moral concern.",mit_ocw,f5da985492d12f5b934854d0af22f0da+24.02,Linguistics And Philosophy,"[""24""]","[""Ethics"", ""Humanities"", ""Sociology"", ""Social Science"", ""Social Justice"", ""Philosophy""]",http://ocw.mit.edu/courses/linguistics-and-philosophy/24-02-moral-problems-and-the-good-life-fall-2008,Undergraduate,,
American Consumer Culture,"This class examines how and why twentieth-century Americans came to define the ""good life"" through consumption, leisure, and material abundance. We will explore how such things as department stores, nationally advertised brand-name goods, mass-produced cars, and suburbs transformed the American economy, society, and politics. The course is organized both thematically and chronologically. Each period deals with a new development in the history of consumer culture. Throughout we explore both celebrations and critiques of mass consumption and abundance.",mit_ocw,b7d476b5863b76d1ad89568266247fd1+21H.206,History,"[""21H""]","[""History"", ""Humanities"", ""Social Anthropology"", ""Social Science"", ""American History"", ""Cultural Anthropology"", ""Political Philosophy"", ""Philosophy"", ""Anthropology""]",http://ocw.mit.edu/courses/history/21h-206-american-consumer-culture-fall-2007,Undergraduate,,
"Civil Society, Social Capital, and the State in Comparative Perspective","In recent years both scholars and policymakers have expressed a remarkable amount of interest in the concepts of social capital and civil society. A growing body of research suggests that the social networks, community norms, and associational activities signified by these concepts can have important effects on social welfare, political stability, economic development, and governmental performance. This discussion based course examines the roles played by these networks, norms, and organizations in outcomes ranging from local public goods provision and the performance of democracies to ethnic conflict and funding for terrorism.",mit_ocw,37ccbd3dc756ce6e5404b53f817b1c51+17.955,Political Science,"[""17""]","[""Sociology"", ""Comparative Politics"", ""Social Science"", ""Political Science""]",http://ocw.mit.edu/courses/political-science/17-955-civil-society-social-capital-and-the-state-in-comparative-perspective-fall-2004,Graduate,,
History of Women in Science and Engineering,"This course provides a basic overview of the history of women in science, technology, engineering, and mathematics (STEM). Students will learn about specific contributions of women across a variety of disciplines and will gain a broad perspective on how these contributions played a larger role in the advancement of human knowledge and technological achievement. The class will also grapple with how both historic and modern biases within the STEM disciplines, as well as in representations of women and girls in media and popular culture, can affect outcomes in these areas.",mit_ocw,ff355f433ccd37201009cad0cee0bf2c+WGS.S10,Womens And Gender Studies,"[""WGS""]","[""Gender Studies"", ""Women's Studies"", ""Science"", ""Society"", ""Humanities"", ""History"", ""Engineering"", ""History of Science and Technology""]",http://ocw.mit.edu/courses/womens-and-gender-studies/wgs-s10-history-of-women-in-science-and-engineering-fall-2017,Undergraduate,,
Parkinson's Disease Workshop,"Parkinson's disease (PD) is a chronic, progressive, degenerative disease of the brain that produces movement disorders and deficits in executive functions, working memory, visuospatial functions, and internal control of attention. It is named after James Parkinson (1755-1824), the English neurologist who described the first case. This six-week summer workshop explored different aspects of PD, including clinical characteristics, structural neuroimaging, neuropathology, genetics, and cognitive function (mental status, cognitive control processes, working memory, and long-term declarative memory). The workshop did not take up the topics of motor control, nondeclarative memory, or treatment.",mit_ocw,516f91124a2adc451104666a7c5ed713+9.458,Brain And Cognitive Sciences,"[""9""]","[""Pathology and Pathophysiology"", ""Medical Imaging"", ""Health and Medicine"", ""Science"", ""Neuroscience"", ""Biology""]",http://ocw.mit.edu/courses/brain-and-cognitive-sciences/9-458-parkinsons-disease-workshop-summer-2006,Undergraduate,,
Political Economy I,"Political Economy I explores the major social science paradigms for analyzing relations among state, economy, and society. Through readings, lectures and discussion of original texts in political liberalism and individualism, neo-classical economics, Marxism, sociological and cultural theories, and neo-institutionalism, the seminar examines the fundamental assumptions on which our understanding of the social world and our research are based.",mit_ocw,30bbff68427b30565b02a8ee03a37843+17.100J,Political Science,"[""17"", ""15"", ""14""]","[""Social Science"", ""Economics"", ""Political Economy"", ""Political Science""]",http://ocw.mit.edu/courses/political-science/17-100j-political-economy-i-spring-2016,Graduate,business,
Principles of Discrete Applied Mathematics,"This course is an introduction to discrete applied mathematics. Topics include probability, counting, linear programming, number-theoretic algorithms, sorting, data compression, and error-correcting codes. This is a {{% resource_link ""4dd6fd06-619e-4bb0-afab-2279ecd52760"" ""Communication Intensive in the Major"" %}} (CI-M) course, and thus includes a writing component.",mit_ocw,34ebb76f72dcccd3be780d93a500a3ce+18.310,Mathematics,"[""18""]","[""Mathematics"", ""Social Science"", ""Probability and Statistics"", ""Applied Mathematics"", ""Communication"", ""Discrete Mathematics""]",http://ocw.mit.edu/courses/mathematics/18-310-principles-of-discrete-applied-mathematics-fall-2013,Undergraduate,data_science,computer_science
Integrated Chemical Engineering I,"This course uses reaction kinetics, batch reactor analysis, batch distillation, batch operations scheduling, safety analysis, and the ABACUSS process simulator to introduce process design and analysis techniques. Acknowledgements ---------------- The materials for the Fall 2006 offering of this course were drawn extensively from the materials that Professor Paul Barton used while teaching this course in past years. We are indebted to him for his long service to 10.490.",mit_ocw,cabe279663cb1cc1049b6da9e3f588a5+10.490,Chemical Engineering,"[""10""]","[""Chemistry"", ""Engineering"", ""Science"", ""Analytical Chemistry"", ""Chemical Engineering""]",http://ocw.mit.edu/courses/chemical-engineering/10-490-integrated-chemical-engineering-i-fall-2006,Undergraduate,,
Linear Partial Differential Equations: Analysis and Numerics,"This course provides students with the basic analytical and computational tools of linear partial differential equations (PDEs) for practical applications in science engineering, including heat / diffusion, wave, and Poisson equations. Analytics emphasize the viewpoint of linear algebra and the analogy with finite matrix problems. Numerics focus on finite-difference and finite-element techniques to reduce PDEs to matrix problems. The {{% resource_link ""89413e98-0330-4d6f-a3a9-e20c19726f5f"" ""Julia Language"" %}} (a free, open-source environment) is introduced and used in homework for simple examples.",mit_ocw,adf44f8f9d7aa4173f5d44a9a4d5b9a2+18.303,Mathematics,"[""18""]","[""Mathematics"", ""Linear Algebra"", ""Differential Equations"", ""Applied Mathematics""]",http://ocw.mit.edu/courses/mathematics/18-303-linear-partial-differential-equations-analysis-and-numerics-fall-2014,Undergraduate,,
"Signals, Systems and Information for Media Technology","This class teaches the fundamentals of signals and information theory with emphasis on modeling audio/visual messages and physiologically derived signals, and the human source or recipient. Topics include linear systems, difference equations, Z-transforms, sampling and sampling rate conversion, convolution, filtering, modulation, Fourier analysis, entropy, noise, and Shannon's fundamental theorems. Additional topics may include data compression, filter design, and feature detection. The undergraduate subject MAS.160 meets with the two half-semester graduate subjects MAS.510 and MAS.511, but assignments differ.",mit_ocw,dbdb15031dbb270311b104e2e2aa19b9+MAS.160,Media Arts And Sciences,"[""MAS""]","[""Electrical Engineering"", ""Fine Arts"", ""Systems Engineering"", ""Telecommunications"", ""Signal Processing"", ""Engineering"", ""Media Studies"", ""Computational Modeling and Simulation""]",http://ocw.mit.edu/courses/media-arts-and-sciences/mas-160-signals-systems-and-information-for-media-technology-fall-2007,Undergraduate,computer_science,
Computational Ocean Acoustics (13.853),"This course examines wave equations for fluid and visco-elastic media, wave-theory formulations of acoustic source radiation and seismo-acoustic propagation in stratified ocean waveguides, and Wavenumber Integration and Normal Mode methods for propagation in plane-stratified media. Also covered are Seismo-Acoustic modeling of seabeds and ice covers, seismic interface and surface waves in a stratified seabed, Parabolic Equation and Coupled Mode approaches to propagation in range-dependent ocean waveguides, numerical modeling of target scattering and reverberation clutter in ocean waveguides, and ocean ambient noise modeling. Students develop propagation models using all the numerical approaches relevant to state-of-the-art acoustic research. This course was originally offered in Course 13 (Department of Ocean Engineering) as 13.853. In 2005, ocean engineering subjects became part of Course 2 (Department of Mechanical Engineering), and this course was renumbered 2.068.",mit_ocw,2e749d5d3c42a8cb401f228773bf9196+2.068,Mechanical Engineering,"[""2""]","[""Science"", ""Mechanical Engineering"", ""Earth Science"", ""Systems Engineering"", ""Geophysics"", ""Engineering"", ""Computational Modeling and Simulation"", ""Fluid Mechanics"", ""Physics"", ""Ocean Engineering"", ""Hydrodynamics"", ""Quantum Mechanics""]",http://ocw.mit.edu/courses/mechanical-engineering/2-068-computational-ocean-acoustics-13-853-spring-2003,Graduate,computer_science,
Field Geology I,"The course provides students with (1) an introduction to the geologic history of western North America, with particular emphasis on our field camp location and (2) an introduction to both digital and traditional techniques of geological field study. The weather permitting, several weekend field exercises provide practical experience in preparation for Field Geology II (12.115). It presents introductory material on the regional geology of the locale of 12.115.",mit_ocw,0ffaa145e08894dd13bf1edfcd044d31+12.114,Earth Atmospheric And Planetary Sciences,"[""12""]","[""Earth Science"", ""Science"", ""Social Science"", ""Geology"", ""Geography""]",http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-114-field-geology-i-fall-2005,Undergraduate,,
Seminar in Ethnography and Fieldwork,"This advanced course in anthropology engages closely with discussions and debates about ethnographic research, ethics, and representation.",mit_ocw,f88a04fdb4a97e8f3718c66e275376c0+21A.112,Anthropology,"[""21A""]","[""Cultural Anthropology"", ""Ethnography"", ""Philosophy"", ""Humanities"", ""Social Science"", ""Anthropology"", ""Ethics""]",http://ocw.mit.edu/courses/anthropology/21a-112-seminar-in-ethnography-and-fieldwork-spring-2008,Undergraduate,,
Integrating the Lean Enterprise,"This class addresses some of the important issues involved with the planning, development, and implementation of lean enterprises. People, technology, process, and management dimensions of an effective lean manufacturing company are considered in a unified framework. Particular emphasis is placed on the integration of these dimensions across the entire enterprise, including product development, production, and the extended supply chain. Analysis tools as well as future trends and directions are explored. A team project is a key component of this subject.",mit_ocw,125f519d9ec7a69b894e1b95428602c1+16.852J,Aeronautics And Astronautics,"[""16"", ""ESD""]","[""Systems Optimization"", ""Project Management"", ""Business"", ""Operations Management"", ""Systems Engineering"", ""Supply Chain Management"", ""Engineering""]",http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-852j-integrating-the-lean-enterprise-fall-2005,Graduate,cloud_devops,
2nd Summer Introduction to Design,"Introduce students to the creative design process, based on the scientific method and peer review, by application of fundamental principles and learning to complete projects according to schedule and within budget. Subject relies on active learning through a major team-based design-and-build project focused on the need for a new consumer product identified by each team. Topics to be learned while teams create, design, build, and test their product ideas include formulating strategies, concepts and modules, and estimation, concept selection, machine elements, design for manufacturing, visual thinking, communication, teamwork, and professional responsibilities.",mit_ocw,a492047acca3999c48a62c07c50754d3+2.971,Mechanical Engineering,"[""2""]","[""Systems Design"", ""Mechanical Engineering"", ""Systems Engineering"", ""Engineering"", ""Mechanical Design""]",http://ocw.mit.edu/courses/mechanical-engineering/2-971-2nd-summer-introduction-to-design-january-iap-2003,Undergraduate,cloud_devops,
American Literature,"This course studies the national literature of the United States since the early 19th century. It considers a range of texts - including, novels, essays, and poetry - and their efforts to define the notion of American identity. Readings usually include works by such authors as Nathaniel Hawthorne, Henry David Thoreau, Frederick Douglass, Emily Dickinson, and Toni Morrison.",mit_ocw,ba2ba01df0c6b00db2a923ba1a0b1541+21L.006,Literature,"[""21L""]","[""Literature"", ""Humanities"", ""Classics"", ""American Literature""]",http://ocw.mit.edu/courses/literature/21l-006-american-literature-spring-2013,Undergraduate,,
Accelerated Introductory Portuguese for Spanish Speakers,"Accelerated Introductory Portuguese for Spanish Speakers covers the basics of Portuguese grammar and presents selected cultural aspects of the Lusophone world, with special emphasis on Brazil. Designed as an intensive introductory course equivalent to Portuguese I and II, it is a Portuguese course for native speakers of Spanish or speakers of other languages who have a native-like command of Spanish.",mit_ocw,abd32eb4297bdb1dd0f944d45f550435+21G.880,Global Studies And Languages,"[""21G""]","[""Portuguese"", ""Latin and Caribbean Studies"", ""Society"", ""Language"", ""Humanities""]",http://ocw.mit.edu/courses/global-languages/21g-880-accelerated-introductory-portuguese-for-spanish-speakers-fall-2013,Undergraduate,,
The Growth and Spatial Structure of Cities,"This course examines the economic, political, social, and spatial dynamics of urban growth and decline in cities and their key component areas (downtown, suburbs, etc.). Topics include impacts of industrialization, technology, politics, and social practices on cities. Students will examine the role of public and private sector activities, ranging from zoning and subsidies to infrastructure development and real estate investment, in affecting urban growth and decline. Readings are both theoretical and empirical, with considerable thought paid to comparative and historical differences.",mit_ocw,87eefa6f0f9b4a69acffe5098aeaf31d+11.489,Urban Studies And Planning,"[""11""]","[""Urban Studies"", ""Social Science"", ""Public Administration"", ""Urban Planning"", ""Public Policy""]",http://ocw.mit.edu/courses/urban-studies-and-planning/11-489-the-growth-and-spatial-structure-of-cities-fall-2005,Graduate,design,
Discrete Stochastic Processes,"Discrete stochastic processes are essentially probabilistic systems that evolve in time via random changes occurring at discrete fixed or random intervals. This course aims to help students acquire both the mathematical principles and the intuition necessary to create, analyze, and understand insightful models for a broad range of these processes. The range of areas for which discrete stochastic-process models are useful is constantly expanding, and includes many applications in engineering, physics, biology, operations research and finance.",mit_ocw,eed421870a98e6afda296aa8098963ae+6.262,Electrical Engineering And Computer Science,"[""6""]","[""Discrete Mathematics"", ""Probability and Statistics"", ""Mathematics""]",http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-262-discrete-stochastic-processes-spring-2011,Graduate,computer_science,
Functions of a Complex Variable,"This is an advanced undergraduate course dealing with calculus in one complex variable with geometric emphasis. Since the course Analysis I (18.100B) is a prerequisite, topological notions like compactness, connectedness, and related properties of continuous functions are taken for granted. This course offers biweekly problem sets with solutions, two term tests and a final exam, all with solutions.",mit_ocw,494245d143a732629091fece4a2a8d45+18.112,Mathematics,"[""18""]","[""Mathematics"", ""Topology and Geometry"", ""Mathematical Analysis"", ""Calculus""]",http://ocw.mit.edu/courses/mathematics/18-112-functions-of-a-complex-variable-fall-2008,Undergraduate,,
Financial and Managerial Accounting,"15.514 is an intensive introduction to the preparation and interpretation of financial information for investors (external users) and managers (internal users) and to the use of financial instruments to support system and project creation. The course adopts a decision-maker perspective on accounting and finance with the goal of helping students develop a framework for understanding financial, managerial, and tax reports. 15.514 is restricted to System Design and Management students. Acknowledgements ---------------- Acknowledgement is hereby given to Professor G. Peter Wilson for his authorship of the following content in this course: * The Five Challenges (see Syllabus and Lecture 1) * ""What Do Intel and Accountants Have in Common?"" (see Lecture 1) * A Conceptual Framework for Financial Accounting (see Lecture 1)",mit_ocw,9cab5abb964300fc2b15c112687844ae+15.514,Sloan School Of Management,"[""15""]","[""Management"", ""Finance"", ""Business"", ""Accounting""]",http://ocw.mit.edu/courses/sloan-school-of-management/15-514-financial-and-managerial-accounting-summer-2003,Graduate,business,
The Art of Counting,"The subject of enumerative combinatorics deals with counting the number of elements of a finite set. For instance, the number of ways to write a positive integer n as a sum of positive integers, taking order into account, is _2{{ }}_. We will be concerned primarily with _bijective proofs_, i.e., showing that two sets have the same number of elements by exhibiting a bijection (one-to-one correspondence) between them. This is a subject which requires little mathematical background to reach the frontiers of current research. Students will therefore have the opportunity to do original research. It might be necessary to limit enrollment.",mit_ocw,907a6f069e230a6aeb85a09881638010+18.S66,Mathematics,"[""18""]","[""Mathematics"", ""Algebra and Number Theory""]",http://ocw.mit.edu/courses/mathematics/18-s66-the-art-of-counting-spring-2003,Undergraduate,,
Modeling Environmental Complexity,"This course provides an introduction to the study of environmental phenomena that exhibit both organized structure and wide variability—i.e., complexity. Through focused study of a variety of physical, biological, and chemical problems in conjunction with theoretical models, we learn a series of lessons with wide applicability to understanding the structure and organization of the natural world. Students also learn how to construct minimal mathematical, physical, and computational models that provide informative answers to precise questions. This course is appropriate for advanced undergraduates. Beginning graduate students are encouraged to register for 12.586 (graduate version of 12.086). Students taking the graduate version complete different assignments.",mit_ocw,4c23c3570b08f86c33270f849aab8548+12.086,Earth Atmospheric And Planetary Sciences,"[""12""]","[""Computational Modeling and Simulation"", ""Science"", ""Systems Engineering"", ""Environmental Science"", ""Engineering"", ""Earth Science""]",http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-086-modeling-environmental-complexity-fall-2014,Undergraduate,computer_science,
"Technology, Law, and the Working Environment","This course addresses the relationship between technology-related problems and the law applicable to work environment. The National Labor Relations Act, the Occupational Safety and Health Act, the Toxic Substances Control Act, state worker's compensation, and suits by workers in the courts are discussed in the course. Problems related to occupational health and safety, collective bargaining as a mechanism for altering technology in the workplace, job alienation, productivity, and the organization of work are also addressed. Prior courses or experience in environmental, public health, or law-related areas will be useful.",mit_ocw,028c113a98ac834908f78965766d3e46+10.805J,Chemical Engineering,"[""10"", ""IDS""]","[""Environmental Engineering"", ""Public Administration"", ""Health and Medicine"", ""Business"", ""Social Science"", ""Legal Studies"", ""Public Health"", ""Science and Technology Policy"", ""Environmental Management"", ""Engineering"", ""Industrial Relations and Human Resource Management""]",http://ocw.mit.edu/courses/chemical-engineering/10-805j-technology-law-and-the-working-environment-spring-2006,Graduate,business,
Analytical Subsonic Aerodynamics,"This subject is designed to inform students on the analytical foundations of inviscid subsonic aerodynamics. A primary goal of this subject is to equip students with the scientific rigor, applied mathematical complexity, and physical understanding that form the foundation of classical subsonic aerodynamics. Perturbation methods that both simplify mathematical complexity and expand physical understanding of critical phenomenon in fluid flow provides a framework for the subject. The subject offers lectures in classical subsonic aerodynamics at the graduate level on inviscid, subsonic, steady flow over slender aerodynamic bodies. Topics will be selected from: fundamentals of fluid mechanics \[review\]; singular-perturbation methods \[introduction, JIT\]; similitude; subsonic flows with axial symmetry; linearized subsonic flow; slender body theory; similarity rules for subsonic flows; two-dimensional flow past a wave-shaped wall; thin wing theory; Kaplan's higher approximations.",mit_ocw,1443082c87dddd06b0495f6cfa5ed2a3+16.121,Aeronautics And Astronautics,"[""16""]","[""Engineering"", ""Aerodynamics"", ""Aerospace Engineering""]",http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-121-analytical-subsonic-aerodynamics-fall-2017,Graduate,,
Management in Engineering,"This course gives an overview of engineering management and covers topics such as financial principles, management of innovation, technology strategy, and best management practices. The focus of the course is the development of individual skills and team work. This is carried out through an exposure to management tools.",mit_ocw,cae1ee39e4833a3d73631446b5dedab4+2.96,Mechanical Engineering,"[""2"", ""6"", ""10"", ""16""]","[""Entrepreneurship"", ""Business"", ""Project Management""]",http://ocw.mit.edu/courses/mechanical-engineering/2-96-management-in-engineering-fall-2012,Undergraduate,business,
Introduction to Operations Management,"This half-term course introduces students to problems and analysis related to the design, planning, control, and improvement of manufacturing and service operations. Class sessions involve explaining concepts, working examples, and discussing cases. A wide range of topics are covered, including: process analysis, quality management, supply chain design, procurement, and product development. Toward the end of the course, students work in teams to manage a virtual factory in a web-based simulation exercise.",mit_ocw,aa492655a3f8e4d095ddfbab92d9db2c+15.760B,Sloan School Of Management,"[""15""]","[""Business"", ""Project Management"", ""Supply Chain Management"", ""Operations Management""]",http://ocw.mit.edu/courses/sloan-school-of-management/15-760b-introduction-to-operations-management-spring-2004,Graduate,business,
Identity and Difference,"This course explores how identities, whether of individuals or groups, are produced, maintained, and transformed. Students will be introduced to various theoretical perspectives that deal with identity formation, including constructions of ""the normal."" We will explore the utility of these perspectives for understanding identity components such as gender, sexual orientation, race, ethnicity, religion, language, social class, and bodily difference. By semester's end students will understand better how an individual can be at once cause and consequence of society, a unique agent of social action as well as a social product.",mit_ocw,2b87c6ac0200044cf551d436f268b160+21A.101J (formerly 21A.218J),Anthropology,"[""21A"", ""WGS""]","[""Cultural Anthropology"", ""Society"", ""Ethnography"", ""Social Science"", ""Gender Studies"", ""Social Anthropology"", ""Anthropology""]",http://ocw.mit.edu/courses/anthropology/21a-218j-identity-and-difference-spring-2010,Undergraduate,,
Dynamic Optimization Methods with Applications,"This course focuses on dynamic optimization methods, both in discrete and in continuous time. We approach these problems from a dynamic programming and optimal control perspective. We also study the dynamic systems that come from the solutions to these problems. The course will illustrate how these techniques are useful in various applications, drawing on many economic examples. However, the focus will remain on gaining a general command of the tools so that they can be applied later in other classes.",mit_ocw,5d6ef12934bcfeb035cbf3cff8ffe933+14.451,Economics,"[""14""]","[""Probability and Statistics"", ""Economics"", ""Systems Engineering"", ""Applied Mathematics"", ""Engineering"", ""Mathematics"", ""Social Science"", ""Systems Optimization""]",http://ocw.mit.edu/courses/economics/14-451-dynamic-optimization-methods-with-applications-fall-2009,Graduate,data_science,
Mathematics for Materials Scientists and Engineers,"This course covers the mathematical techniques necessary for understanding of materials science and engineering topics such as energetics, materials structure and symmetry, materials response to applied fields, mechanics and physics of solids and soft materials. The class uses examples from the materials science and engineering core courses ({{% resource_link ""dd471e4c-b1b9-4647-bdd5-8085d1bcb164"" ""3.012"" %}} and {{% resource_link ""5a7a489e-8373-4b00-840c-a57d3b93ecb3"" ""3.014"" %}}) to introduce mathematical concepts and materials-related problem solving skills. Topics include linear algebra and orthonormal basis, eigenvalues and eigenvectors, quadratic forms, tensor operations, symmetry operations, calculus of several variables, introduction to complex analysis, ordinary and partial differential equations, theory of distributions, and fourier analysis.",mit_ocw,7823a471bc404f60b18a0a645bdf6ea1+3.016,Materials Science And Engineering,"[""3""]","[""Mathematics"", ""Engineering"", ""Applied Mathematics"", ""Materials Science and Engineering""]",http://ocw.mit.edu/courses/materials-science-and-engineering/3-016-mathematics-for-materials-scientists-and-engineers-fall-2005,Undergraduate,,
The Human Intelligence Enterprise,"This course analyzes seminal work directed at the development of a computational understanding of human intelligence, such as work on learning, language, vision, event representation, commonsense reasoning, self reflection, story understanding, and analogy. It reviews visionary ideas of Turing, Minsky, and other influential thinkers and examines the implications of work on brain scanning, developmental psychology, and cognitive psychology. There is an emphasis on discussion and analysis of original papers; students taking the graduate version complete additional exercises and a substantial term project.",mit_ocw,8a095d0d68d7a24a5ea4c7d6aa5687d4+6.803,Electrical Engineering And Computer Science,"[""6""]","[""Engineering"", ""Artificial Intelligence"", ""Science"", ""Cognitive Science"", ""Computer Science""]",http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-803-the-human-intelligence-enterprise-spring-2019,Undergraduate,computer_science,
Non-Equilibrium Statistical Mechanics,"This course discusses the principles and methods of non-equilibrium statistical mechanics. Basic topics covered are stochastic processes, regression and response theory, molecular hydrodynamics, and complex liquids. Selected applications, including fluctuation theorems, condensed phase reaction rate theory, electron transfer dynamics, enzymatic networks, photon counting statistics, single molecule kinetics, reaction-controlled diffusion, may also be discussed.",mit_ocw,dee284feba2dcd9bd3c54a8f23f01451+5.72,Chemistry,"[""5""]","[""Mathematics"", ""Science"", ""Thermodynamics"", ""Probability and Statistics"", ""Chemistry"", ""Physical Chemistry"", ""Physics"", ""Classical Mechanics""]",http://ocw.mit.edu/courses/chemistry/5-72-non-equilibrium-statistical-mechanics-spring-2012,Graduate,data_science,data_science
"Intentional Public Disruptions: Art, Responsibility, and Pedagogy","During the fall of 2017, art educator B. Stephen Carpenter II began a residency at the {{% resource_link ""88bcb382-90bb-4eac-8e0e-511085e3b102"" ""MIT Center for Art, Science & Technology"" %}} (CAST). He provided new perspectives on issues of access, privilege, and the global water crisis through a series of seminars, performances, and workshops. Carpenter's seminars illustrated ways of disrupting systems of oppression and ways to increase access to potable water in politically marginalized communites in the United States and abroad.",mit_ocw,60fa252f4ba010c1a0140deb2dcfa8a0+RES.11-002,Urban Studies And Planning,"[""11""]","[""Fine Arts"", ""Public Administration"", ""Teaching and Education"", ""Latin and Caribbean Studies"", ""Curriculum and Teaching"", ""Visual Arts"", ""Urban Studies"", ""Global Poverty"", ""Society"", ""Social Science"", ""Social Welfare""]",http://ocw.mit.edu/resources/res-11-002-intentional-public-disruptions-art-responsibility-and-pedagogy-fall-2017,Undergraduate,design,
Technology Strategy for System Design and Management,"This course provides you with a framework to understand the structure and dynamics of high-tech businesses, together with an approach for their effective strategic management. It is focused on domains in which systems are important, because either or both products are parts of larger and more complex systems, or they are comprised of systems. The domains covered include computing, communications (in particular the mobile and IP domains), consumer electronics, industrial networking, automotive, aerospace and medical devices. The course will be of particular interest to those interested in managing a business in which technology will likely play a major role, and also to those interested in investing in or providing counsel to these businesses. The emphasis throughout is on the development and application of ways of thinking or mental models that bring clarity to the complex co-evolution of technological innovation, the demand opportunity, systems architecture, business ecosystems, and decision-making and execution within the business.",mit_ocw,cc0488c74d8f163ae574d25e9361f7d1+15.965,Sloan School Of Management,"[""15""]","[""Business"", ""Marketing"", ""Operations Management"", ""Management"", ""Leadership""]",http://ocw.mit.edu/courses/sloan-school-of-management/15-965-technology-strategy-for-system-design-and-management-spring-2009,Graduate,business,cloud_devops
Medical Artificial Intelligence,"This course provides an intensive introduction to artificial intelligence and its applications to problems of medical diagnosis, therapy selection, and monitoring and learning from databases. It meets with lectures and recitations of 6.034 Artificial Intelligence, whose material is supplemented by additional medical-specific readings in a weekly discussion session. Students are responsible for completing all homework assignments in 6.034 and for additional problems and/or papers.",mit_ocw,ae7e7bef1e098fa06d1c138ea909eeba+HST.947,Health Sciences And Technology,"[""HST""]","[""Artificial Intelligence"", ""Health and Medicine"", ""Biological Engineering"", ""Engineering"", ""Biomedicine"", ""Biotechnology"", ""Computer Science""]",http://ocw.mit.edu/courses/health-sciences-and-technology/hst-947-medical-artificial-intelligence-spring-2005,Graduate,computer_science,data_science
Cryptocurrency Engineering and Design,"Bitcoin and other cryptographic currencies have gained attention over the years as the systems continue to evolve. This course looks at the design of Bitcoin and other cryptocurrencies and how they function in practice, focusing on cryptography, game theory, and network architecture.",mit_ocw,b174d8e4face76d829e36336e1d82187+MAS.S62,Media Arts And Sciences,"[""MAS""]","[""Data Mining"", ""Software Design and Engineering"", ""Engineering"", ""Algorithms and Data Structures"", ""Computer Science""]",http://ocw.mit.edu/courses/media-arts-and-sciences/mas-s62-cryptocurrency-engineering-and-design-spring-2018,Graduate,computer_science,cybersecurity
American History to 1865,"This course provides a basic history of American social, economic, and political development from the colonial period through the Civil War. It examines the colonial heritages of Spanish and British America; the American Revolution and its impact; the establishment and growth of the new nation; and the Civil War, its background, character, and impact. Readings include writings of the period by J. Winthrop, T. Paine, T. Jefferson, J. Madison, W. H. Garrison, G. Fitzhugh, H. B. Stowe, and A. Lincoln.",mit_ocw,6a31d758d6ffa75edcfba9bfe0ea35f4+21H.101,History,"[""21H""]","[""Humanities"", ""American History"", ""History""]",http://ocw.mit.edu/courses/history/21h-101-american-history-to-1865-fall-2010,Undergraduate,,
Game Theory,"This course provides a rigorous treatment of non-cooperative solution concepts in game theory, including rationalizability and Nash, sequential, and stable equilibria. It covers topics such as epistemic foundations, higher order beliefs, bargaining, repeated games, reputation, supermodular games, and global games. It also introduces cooperative solution concepts—Nash bargaining solution, core, Shapley value—and develops corresponding non-cooperative foundations.",mit_ocw,f3a9f423b964b1188eed6eeeb0403d13+14.126,Economics,"[""14""]","[""Economics"", ""Game Theory"", ""Social Science""]",http://ocw.mit.edu/courses/economics/14-126-game-theory-spring-2016,Graduate,business,
Music and Technology: Recording Techniques and Audio Production,"This course is an introduction to music recording and audio production from both a practical and a theoretical perspective. Learn about the physical nature and human perception of sound, how it is transformed to and from electrical signals by means of microphones and loudspeakers, and how it can be creatively modeled through mixing consoles, signal processors, and digital audio workstations. The course covers making informed choices about microphone selection and positioning, and various editing, mixing, and mastering techniques.",mit_ocw,5033df927266a64abeb1bec42cfa4ce7+21M.380,Music And Theater Arts,"[""21M""]","[""Electrical Engineering"", ""Fine Arts"", ""Digital Media"", ""Signal Processing"", ""Engineering"", ""Media Studies"", ""Music""]",http://ocw.mit.edu/courses/music-and-theater-arts/21m-380-music-and-technology-recording-techniques-and-audio-production-fall-2016,Undergraduate,,
