title,description,source,course_id,department,department_codes,topics,url,level,old_domain_single,unified_domain
"Global Markets, National Politics and the Competitive Advantage of Firms",This course examines opportunities and risks firms face in today's global market. It provides conceptual tools for analyzing how governments and social institutions influence economic competition among firms embedded in different national settings. Public policies and institutions that shape competitive outcomes are examined through cases and analytical readings on different companies and industries operating in both developed and emerging markets.,mit_ocw,7fb132a308a09493cd7a50b7f570289b+15.223,Sloan School Of Management,"[""15""]","[""Business"", ""International Economics"", ""Industrial Organization"", ""Globalization"", ""Economics"", ""Public Policy"", ""Social Science"", ""Public Administration""]",http://ocw.mit.edu/courses/sloan-school-of-management/15-223-global-markets-national-politics-and-the-competitive-advantage-of-firms-fall-2011,Graduate,business,
Kana,"Learning hiragana and katakana is an important part of reading and speaking Japanese. The following pages contain: [Hiragana](/courses/res-21g-01-kana-spring-2010/pages/hiragana) - stroke order [videos](/courses/res-21g-01-kana-spring-2010/pages/hiragana#characters), pronunciation, and vocabulary for each character; reading and listening [audio exercises](/courses/res-21g-01-kana-spring-2010/pages/hiragana#exercises); [handouts](/courses/res-21g-01-kana-spring-2010/pages/hiragana#handouts) on how to construct words and sentences; interactive [quizzes](/courses/res-21g-01-kana-spring-2010/pages/hiragana#quizzes) testing character recognition; and printable [worksheets](/courses/res-21g-01-kana-spring-2010/pages/hiragana#worksheets) to practice writing characters. [Katakana](/courses/res-21g-01-kana-spring-2010/pages/katakana) - pronunciation and vocabulary for each [character](/courses/res-21g-01-kana-spring-2010/pages/katakana#characters); reading and listening [audio exercises](/courses/res-21g-01-kana-spring-2010/pages/katakana#exercises); interactive [quizzes](/courses/res-21g-01-kana-spring-2010/pages/katakana#quizzes) testing character and vocabulary recognition; and printable [worksheets](/courses/res-21g-01-kana-spring-2010/pages/katakana#worksheets) to practice writing characters. These materials were developed as part of the Japanese curriculum at MIT for students of all levels to learn and review. Students and instructors are encouraged to incorporate them directly or as supplements in their study of Japanese. ##### Technical Requirements This site is encoded in Unicode (UTF-8); please check your browser settings if characters render incorrectly: * Internet Explorer version 6.0+ (Windows) - View → Encoding * Safari version 4.0+ (Mac OSX) - View → Text Encoding * Firefox 3.0+ (all platforms) - View → Character Encoding * Opera (all platforms) - View → Encoding",mit_ocw,d62dfd8323d312d17b3fbd18c22c8d60+RES.21G-01,Global Studies And Languages,"[""21G""]","[""Language"", ""Humanities"", ""Japanese""]",http://ocw.mit.edu/resources/res-21g-01-kana-spring-2010,Undergraduate,,
Satellite Engineering,"Satellite Engineering introduces students to subsystem design in engineering spacecraft. The course presents characteristic subsystems, such as power, structure, communication and control, and analyzes the engineering trades necessary to integrate subsystems successfully into a satellite. Discussions of spacecraft operating environment and orbital mechanics help students to understand the functional requirements and key design parameters for satellite systems.",mit_ocw,f0ce60118f3dda5fa85bb642b2557c39+16.851,Aeronautics And Astronautics,"[""16""]","[""Aerospace Engineering"", ""Astrodynamics"", ""Engineering"", ""Propulsion Systems"", ""Guidance and Control Systems""]",http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-851-satellite-engineering-fall-2003,Graduate,,
Numerical Methods Applied to Chemical Engineering,"Numerical methods for solving problems arising in heat and mass transfer, fluid mechanics, chemical reaction engineering, and molecular simulation. Topics: Numerical linear algebra, solution of nonlinear algebraic equations and ordinary differential equations, solution of partial differential equations (e.g. Navier-Stokes), numerical methods in molecular simulation (dynamics, geometry optimization). All methods are presented within the context of chemical engineering problems. Familiarity with structured programming is assumed.",mit_ocw,c36066b169aa50bf7882ecab10e25f48+10.34,Chemical Engineering,"[""10""]","[""Computational Modeling and Simulation"", ""Data Mining"", ""Systems Engineering"", ""Applied Mathematics"", ""Engineering"", ""Mathematics"", ""Chemical Engineering"", ""Computer Science""]",http://ocw.mit.edu/courses/chemical-engineering/10-34-numerical-methods-applied-to-chemical-engineering-fall-2015,Graduate,computer_science,
Advanced German: Professional Communication,"This course exposes students to current issues and language use in German technology, business, and international industrial relations, and discusses ramifications of these issues in a larger social and cultural context. We seek to prepare students who wish to work or study in a German-speaking country by focusing on specialized vocabulary and systematic training in speaking and writing skills to improve fluency and style and emphasizing communicative strategies that are crucial in a working environment. Discussion and analysis of newspaper and magazine articles, modern expository prose, and extensive use of online material are included. Taught in German.",mit_ocw,0d24a7196b0d90f50280c3424690df4a+21G.410,Global Studies And Languages,"[""21G""]","[""Social Science"", ""Language"", ""Humanities"", ""German"", ""International Development"", ""Economics""]",http://ocw.mit.edu/courses/global-languages/21g-410-advanced-german-professional-communication-spring-2017,Undergraduate,business,
Probabilistic Systems Analysis and Applied Probability,"Welcome to 6.041/6.431, a subject on the modeling and analysis of random phenomena and processes, including the basics of statistical inference. Nowadays, there is broad consensus that the ability to think probabilistically is a fundamental component of scientific literacy. For example: * The concept of statistical significance (to be touched upon at the end of this course) is considered by the Financial Times as one of ""The Ten Things Everyone Should Know About Science"". * A {{% resource_link ""89b91304-6cef-429c-8994-cc41689695bb"" ""recent Scientific American article"" %}} argues that statistical literacy is crucial in making health-related decisions. * Finally, an {{% resource_link ""67e564ff-b97f-4262-b2b9-c3fb0ce9b8df"" ""article in the New York Times"" %}} identifies statistical data analysis as an upcoming profession, valuable everywhere, from Google and Netflix to the Office of Management and Budget. The aim of this class is to introduce the relevant models, skills, and tools, by combining mathematics with conceptual understanding and intuition.",mit_ocw,af04d45ca436787fd350f7cc4f6c28fc+6.041,Electrical Engineering And Computer Science,"[""6""]","[""Probability and Statistics"", ""Systems Engineering"", ""Mathematics"", ""Engineering"", ""Discrete Mathematics""]",http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-041-probabilistic-systems-analysis-and-applied-probability-fall-2010,Undergraduate,computer_science,data_science
"Architectural Design, Level II: New Orleans Studio","The project for this studio is to design a demonstration project for a site near the French Quarter in New Orleans. The objectives of the project are the following: 1. To design more intense housing, community, educational and commercial facilities in four to six story buildings. 2. To explore the ""space between"" buildings as a way of designing and shaping objects. 3. To design at three scales - dwelling, cluster and overall. 4. To design dwellings where the owners may be able to help build and gain a skill for employment. 5. To provide/design facilities that can help the residents to gain education and skills.",mit_ocw,1d9a4500102802eeea16292f2d8948c8+4.144,Architecture,"[""4""]","[""Fine Arts"", ""Environmental Design"", ""Architectural Design"", ""Architecture""]",http://ocw.mit.edu/courses/architecture/4-144-architectural-design-level-ii-new-orleans-studio-spring-2006,Graduate,design,
Mechanical Properties of Rocks,"12.524 is a survey of the mechanical behavior of rocks in natural geologic situations. Topics will include a brief survey of field evidence of rock deformation, physics of plastic deformation in minerals, brittle fracture and sliding, and pressure-solution processes. We will compare results of field petrologic and structural studies to data from experimental structural geology.",mit_ocw,141ce315e9d9570b6ae980b08507d012+12.524,Earth Atmospheric And Planetary Sciences,"[""12""]","[""Geophysics"", ""Science"", ""Earth Science"", ""Geology""]",http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-524-mechanical-properties-of-rocks-fall-2005,Graduate,,
German IV,"This course focuses on development of interpretive skills, using literary texts (B. Brecht, S. Zweig) and contemporary media texts (film, TV broadcasts, Web materials). The emphasis is on discussion and exploration of cultural topics in their current social, political, and historical context via hypermedia documentaries. It also covers further refinement of oral and written expression and expansion of communicative competence in practical everyday situations.",mit_ocw,d4ef8147fd29a595f7786ec17f9b0fa8+21G.404,Global Studies And Languages,"[""21G""]","[""German"", ""Media Studies"", ""Society"", ""Fine Arts"", ""Language"", ""Humanities"", ""International Literature"", ""European and Russian Studies"", ""Literature""]",http://ocw.mit.edu/courses/global-languages/21g-404-german-iv-spring-2005,Undergraduate,,
Graduate Seminar in American Politics II,"This is the second in a sequence of two field seminars in American politics intended for graduate students in political science, in preparation for taking the general examination in American politics. The material covered in this semester focuses on American political institutions. The readings covered here are not comprehensive, but it is sufficiently broad to give students an introduction to major empirical questions and theoretical approaches that guide the study of American political institutions these days.",mit_ocw,3e9d8f13b95fbb0160d60a3af35e2fd1+17.202,Political Science,"[""17""]","[""Political Science"", ""American Politics"", ""Social Science""]",http://ocw.mit.edu/courses/political-science/17-202-graduate-seminar-in-american-politics-ii-spring-2010,Graduate,,
Nonlinear Dynamics II: Continuum Systems,"This course introduces the basic ideas for understanding the dynamics of continuum systems, by studying specific examples from a range of different fields. Our goal will be to explain the general principles, and also to illustrate them via important physical effects. A parallel goal of this course is to give you an introduction to mathematical modeling.",mit_ocw,8c78ad751022b494351055036136a776+18.354J,Mathematics,"[""18"", ""1"", ""12""]","[""Classical Mechanics"", ""Science"", ""Applied Mathematics"", ""Mathematics"", ""Physics""]",http://ocw.mit.edu/courses/mathematics/18-354j-nonlinear-dynamics-ii-continuum-systems-spring-2015,Graduate,,
Introduction to Manufacturing Systems,"This course provides ways to analyze manufacturing systems in terms of material flow and storage, information flow, capacities, and times and durations of events. Fundamental topics include probability, inventory and queuing models, optimization, and linear and dynamic systems. Factory planning and scheduling topics include flow planning, bottleneck characterization, buffer and batch-size analysis, and dynamic behavior of production systems.",mit_ocw,f08f3e9355a63dbbfe7a0aa35026e8f5+2.854,Mechanical Engineering,"[""2""]","[""Mathematics"", ""Mechanical Engineering"", ""Systems Engineering"", ""Engineering"", ""Probability and Statistics"", ""Business"", ""Operations Management""]",http://ocw.mit.edu/courses/mechanical-engineering/2-854-introduction-to-manufacturing-systems-fall-2016,Graduate,data_science,data_science
Digital Design Fabrication,This course will guide graduate students through the process of using rapid prototyping and CAD/CAM devices in a studio environment. The class has a theoretical focus on machine use within the process of design. Each student is expected to have completed one graduate level of design computing with a full understanding of solid modeling in CAD. Students are also expected to have completed at least one graduate design studio.,mit_ocw,5fd11462ee07c67cd12551b4ca8b361a+4.510,Architecture,"[""4""]","[""Systems Engineering"", ""Fine Arts"", ""Architectural Design"", ""Computational Science and Engineering"", ""Architecture"", ""Engineering""]",http://ocw.mit.edu/courses/architecture/4-510-digital-design-fabrication-fall-2008,Graduate,computer_science,design
Design and Manufacturing I,"Welcome to 2.007! This course is a first subject in engineering design. With your help, this course will be a great learning experience exposing you to interesting material, challenging you to think deeply, and providing skills useful in professional practice. A major element of the course is design of a robot to participate in a challenge that changes from year to year. This year, the theme is cleaning up the planet as inspired by the movie _Wall-E_. From its beginnings in 1970, the 2.007 final project competition has grown into an Olympics of engineering. See this {{% resource_link ""4928d989-26f4-44f3-98a1-dfdbfcff8f77"" ""MIT News story"" %}} for more background, a photo gallery, and videos about this course.",mit_ocw,544c9de4c2560a9a8188de7e5c714925+2.007,Mechanical Engineering,"[""2""]","[""Mechanical Engineering"", ""Engineering"", ""Electrical Engineering"", ""Robotics and Control Systems"", ""Mechanical Design""]",http://ocw.mit.edu/courses/mechanical-engineering/2-007-design-and-manufacturing-i-spring-2009,Undergraduate,design,computer_science
Circuits and Electronics,"6.002 is designed to serve as a first course in an undergraduate electrical engineering (EE), or electrical engineering and computer science (EECS) curriculum. At MIT, 6.002 is in the core of department subjects required for all undergraduates in EECS. The course introduces the fundamentals of the lumped circuit abstraction. Topics covered include: resistive elements and networks; independent and dependent sources; switches and MOS transistors; digital abstraction; amplifiers; energy storage elements; dynamics of first- and second-order networks; design in the time and frequency domains; and analog and digital circuits and applications. Design and lab exercises are also significant components of the course. 6.002 is worth 4 Engineering Design Points. The 6.002 content was created collaboratively by Profs. Anant Agarwal and Jeffrey H. Lang. The course uses the required textbook _Foundations of Analog and Digital Electronic Circuits_. Agarwal, Anant, and Jeffrey H. Lang. San Mateo, CA: Morgan Kaufmann Publishers, Elsevier, July 2005. ISBN: 9781558607354.",mit_ocw,3d8a0e5f405b70ad52cf7e4f2068cb96+6.002,Electrical Engineering And Computer Science,"[""6""]","[""Electrical Engineering"", ""Electronics"", ""Engineering""]",http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-002-circuits-and-electronics-spring-2007,Undergraduate,computer_science,
Workshop I,"This course fulfills the first half of the Comparative Media Studies workshop sequence requirement for entering graduate students. The workshop sequence provides an opportunity for a creative, hands-on project development experience and emphasizes intellectual growth as well as the acquisition of technical skills. The course is designed to provide practical, hands-on experience to complement students' theoretical studies.",mit_ocw,2d380a712ebb261c8fde43201034a968+CMS.950,Comparative Media Studies Writing,"[""CMS-W""]","[""Media Studies"", ""Fine Arts""]",http://ocw.mit.edu/courses/comparative-media-studies-writing/cms-950-workshop-i-fall-2005,Graduate,,
Large-scale Flow Dynamics Lab,"This course is a laboratory accompaniment to 12.803, Quasi-balanced Circulations in Oceans and Atmospheres. The subject includes analysis of observations of oceanic and atmospheric quasi-balanced flows, computational models, and rotating tank experiments. Student projects illustrate the basic principles of potential vorticity conservation and inversion, Rossby wave propagation, baroclinic instability, and the behavior of isolated vortices.",mit_ocw,e300d3b2dc29e2af4f53bd3955dd20dc+12.804,Earth Atmospheric And Planetary Sciences,"[""12""]","[""Earth Science"", ""Atmospheric Science"", ""Geophysics"", ""Hydrodynamics"", ""Thermodynamics"", ""Science"", ""Engineering"", ""Ocean Engineering"", ""Physics"", ""Oceanography""]",http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-804-large-scale-flow-dynamics-lab-fall-2009,Graduate,,
Feminist Inquiry: Strategies for Effective Scholarship,"This course investigates theories and practices of feminist inquiry across a range of disciplines. Feminist research involves rethinking disciplinary assumptions and methodologies, developing new understandings of what counts as knowledge, seeking alternative ways of understanding the origins of problems/issues, formulating new ways of asking questions and redefining the relationship between subjects and objects of study. What makes research distinctively feminist lies in the complex connections between epistemologies, methodologies and research methods. This course explores how these connections are formed in the traditional disciplines and raise questions about why they are inadequate and/or problematic for feminist inquiry and what, specifically, are the feminist critiques of these intersections. This course is part of the {{% resource_link ""b38e76c1-dedc-4059-9761-51f42d57dbee"" ""Graduate Consortium in Women's Studies"" %}} at MIT.",mit_ocw,a6feb47ec644adfa76c10d4c24c0d497+WGS.615,Womens And Gender Studies,"[""WGS""]","[""Gender Studies"", ""Society""]",http://ocw.mit.edu/courses/womens-and-gender-studies/wgs-615-feminist-inquiry-strategies-for-effective-scholarship-fall-2012,Graduate,,
Weight Training,"This 12 session course is designed for the beginning or novice weight lifter, or for those who have experience lifting but lack proper instruction. We will provide an understanding of the biomechanics involved, muscles used for a given exercise, and program development.",mit_ocw,0efe7b6768d55df7736d0948bf28b0e1+PE.720,Athletics Physical Education And Recreation,"[""PE""]","[""Physical Education and Recreation"", ""Health and Medicine"", ""Health and Exercise Science""]",http://ocw.mit.edu/courses/athletics-physical-education-and-recreation/pe-720-weight-training-spring-2006,Undergraduate,,
Advanced Semantics,"This course is the second of the three parts of our graduate introduction to semantics. The others are _24.970 Introduction to Semantics_ and _24.954 Pragmatics in Linguistic Theory_. Like the other courses, this one is not meant as an overview of the field and its current developments. Our aim is to help you to develop the ability for semantic analysis, and we think that exploring a few topics in detail together with hands-on practical work is more effective than offering a bird's-eye view of everything. Once you have gained some experience in doing semantic analysis, reading around in the many recent handbooks and in current issues of major journals and attending our seminars and colloquia will give you all you need to prosper. Because we want to focus, we need to make difficult choices as to which topics to cover. This year, we will focus on topics having to do with modality, conditionals, tense, and aspect.",mit_ocw,dcc0af71c21c88df31a922e14e7afc41+24.973,Linguistics And Philosophy,"[""24""]","[""Semantics"", ""Humanities"", ""Linguistics""]",http://ocw.mit.edu/courses/linguistics-and-philosophy/24-973-advanced-semantics-spring-2009,Graduate,,
Fundamentals of Probability,"This is a course on the fundamentals of probability geared towards first or second-year graduate students who are interested in a rigorous development of the subject. The course covers sample space, random variables, expectations, transforms, Bernoulli and Poisson processes, finite Markov chains, and limit theorems. There is also a number of additional topics such as: language, terminology, and key results from measure theory; interchange of limits and expectations; multivariate Gaussian distributions; and deeper understanding of conditional distributions and expectations.",mit_ocw,9df939ab01aad7ccbc048d0777452922+6.436J,Electrical Engineering And Computer Science,"[""6"", ""15""]","[""Mathematics"", ""Probability and Statistics""]",http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-436j-fundamentals-of-probability-fall-2018,Graduate,computer_science,data_science
Introduction to Lean Six Sigma Methods,"This course covers the fundamental principles, practices and tools of Lean Six Sigma methods that underlay modern organizational productivity approaches applied in aerospace, automotive, health care, and other sectors. It includes lectures, active learning exercises, a plant tour, talks by industry practitioners, and videos. One third of the course is devoted to a physical simulation of an aircraft manufacturing enterprise or a clinic to illustrate the power of Lean Six Sigma methods. The course is offered during the Independent Activities Period (IAP), which is a special 4-week term at MIT that runs from the first week of January until the end of the month.",mit_ocw,3bdd878ae9fde97d46aaa8d519a94ae8+16.660J,Aeronautics And Astronautics,"[""16"", ""ESD""]","[""Organizational Behavior"", ""Systems Engineering"", ""Operations Management"", ""Systems Optimization"", ""Aerospace Engineering"", ""Business"", ""Health Care Management"", ""Project Management"", ""Engineering"", ""Leadership""]",http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-660j-introduction-to-lean-six-sigma-methods-january-iap-2012,Undergraduate,cloud_devops,
Japanese I,"This course is designed for students with no previous knowledge of the language, providing opportunities to acquire basic skills for conversation, reading, and writing in Japanese. The program emphasizes active command of Japanese, not passive knowledge. Your goal is not simply to study the grammar and vocabulary, but to gain skills necessary to use them in a linguistically and culturally appropriate way.",mit_ocw,f3dd83134d600e52433312f8ef112460+21G.501,Global Studies And Languages,"[""21G""]","[""Language"", ""Humanities"", ""Japanese""]",http://ocw.mit.edu/courses/global-languages/21g-501-japanese-i-fall-2019,Undergraduate,,
Physical Metallurgy,"The central point of this course is to provide a physical basis that links the structure of materials with their properties, focusing primarily on metals. With this understanding in hand, the concepts of alloy design and microstructural engineering are also discussed, linking processing and thermodynamics to the structure and properties of metals.",mit_ocw,68028e76f3acfe276eb750ba7d8205a3+3.40J,Materials Science And Engineering,"[""3"", ""22""]","[""Engineering"", ""Materials Science and Engineering"", ""Metallurgical Engineering""]",http://ocw.mit.edu/courses/materials-science-and-engineering/3-40j-physical-metallurgy-fall-2009,Graduate,,
The Ancient World: Greece,"This course elaborates the history of Ancient Greece from the Bronze Age to the death of Alexander. It covers major social, economic, political, and religious trends. It also includes discussions on Homer, heroism, and the Greek identity; the hoplite revolution and the rise of the city-state; Herodotus, Persia, and the (re)birth of history; Empire, Thucydidean rationalism, and the Peloponnesian War; Platonic constructs; Aristotle, Macedonia, and Hellenism. Emphasis is on use of primary sources in translation.",mit_ocw,93d2dc68bf1c3009e9e032fce4d35b5c+21H.301,History,"[""21H""]","[""Ancient History"", ""Humanities"", ""Literature"", ""Classics"", ""History"", ""European History""]",http://ocw.mit.edu/courses/history/21h-301-the-ancient-world-greece-fall-2004,Undergraduate,,
Introduction to Electric Power Systems,"This course is an introductory subject in the field of electric power systems and electrical to mechanical energy conversion. Electric power has become increasingly important as a way of transmitting and transforming energy in industrial, military and transportation uses. Electric power systems are also at the heart of alternative energy systems, including wind and solar electric, geothermal and small scale hydroelectric generation.",mit_ocw,c634df6944090bab52419a0ed7d3302c+6.061,Electrical Engineering And Computer Science,"[""6""]","[""Electric Power"", ""Electrical Engineering"", ""Engineering""]",http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-061-introduction-to-electric-power-systems-spring-2011,Undergraduate,computer_science,
Principles of Autonomy and Decision Making,"This course surveys a variety of reasoning, optimization and decision making methodologies for creating highly autonomous systems and decision support aids. The focus is on principles, algorithms, and their application, taken from the disciplines of artificial intelligence and operations research. Reasoning paradigms include logic and deduction, heuristic and constraint-based search, model-based reasoning, planning and execution, and machine learning. Optimization paradigms include linear programming, integer programming, and dynamic programming. Decision-making paradigms include decision theoretic planning, and Markov decision processes.",mit_ocw,837bf9864f61082d8f15940e906d6adc+16.410,Aeronautics And Astronautics,"[""16""]","[""Algorithms and Data Structures"", ""Systems Engineering"", ""Artificial Intelligence"", ""Science"", ""Engineering"", ""Social Science"", ""Game Theory"", ""Cognitive Science"", ""Systems Optimization"", ""Computer Science""]",http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-410-principles-of-autonomy-and-decision-making-fall-2010,Undergraduate,computer_science,computer_science
Biomaterials-Tissue Interactions,"This course covers the principles of materials science and cell biology underlying the design of medical implants, artificial organs, and matrices for tissue engineering. Methods for biomaterials surface characterization and analysis of protein adsorption on biomaterials. Molecular and cellular interactions with biomaterials are analyzed in terms of unit cell processes, such as matrix synthesis, degradation, and contraction. Mechanisms underlying wound healing and tissue remodeling following implantation in various organs. Tissue and organ regeneration. Design of implants and prostheses based on control of biomaterials-tissue interactions. Comparative analysis of intact, biodegradable, and bioreplaceable implants by reference to case studies. Criteria for restoration of physiological function for tissues and organs.",mit_ocw,6395a19b162653e6b8340a7312b86607+20.441J,Biological Engineering,"[""20"", ""2"", ""3"", ""HST""]","[""Biomaterials"", ""Cell Biology"", ""Biological Engineering"", ""Cell and Tissue Engineering"", ""Science"", ""Engineering"", ""Biology""]",http://ocw.mit.edu/courses/biological-engineering/20-441j-biomaterials-tissue-interactions-fall-2009,Graduate,,
Economic Growth,"This half semester class will present an introduction to macroeconomic modeling, particularly economic growth. It will focus both on models of economic growth and their empirical applications, and try to shed light on the mechanics of economic growth, technological change and sources of income and growth differences across countries.",mit_ocw,4951194509313b76fcff372fb81a1243+14.452,Economics,"[""14""]","[""Macroeconomics"", ""Developmental Economics"", ""Social Science"", ""Economics""]",http://ocw.mit.edu/courses/economics/14-452-economic-growth-fall-2016,Graduate,business,
Aerospace Biomedical and Life Support Engineering,"This course introduces students to a quantitative approach to studying the problems of physiological adaptation in altered environments, especially microgravity and partial gravity environments. The course curriculum starts with an Introduction and Selected Topics, which provides background information on the physiological problems associated with human space flight, as well as reviewing terminology and key engineering concepts. Then curriculum modules on Bone Mechanics, Muscle Mechanics, Musculoskeletal Dynamics and Control, and the Cardiovascular System are presented. These modules start out with qualitative and biological information regarding the system and its adaptation, and progresses to a quantitative endpoint in which engineering methods are used to analyze specific problems and countermeasures. Additional course curriculum focuses on interdisciplinary topics, suggestions include extravehicular activity and life support. The final module consists of student term project work.",mit_ocw,9997dd987506732492d3bf2dadaf5bd5+16.423J,Aeronautics And Astronautics,"[""16"", ""HST"", ""IDS""]","[""Biomedical Instrumentation"", ""Health and Medicine"", ""Biological Engineering"", ""Aerospace Engineering"", ""Engineering"", ""Bioastronautics"", ""Biomechanics""]",http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-423j-aerospace-biomedical-and-life-support-engineering-spring-2006,Graduate,,
Business Model Innovation: Global Health in Frontier Markets,"This course explores successful approaches to delivering healthcare in challenging settings. We analyze organizations to find why some fall short while others grow in size and contribute to the health of the people they serve, and explore promising business models and social enterprise innovations.",mit_ocw,2297ffc1cfd14d3d7aa82ccffa2f3dee+15.232,Sloan School Of Management,"[""15""]","[""Business"", ""Management"", ""Health and Medicine"", ""Public Health"", ""Health Care Management""]",http://ocw.mit.edu/courses/sloan-school-of-management/15-232-business-model-innovation-global-health-in-frontier-markets-fall-2013,Graduate,business,
Science Writing in Contemporary Society,"This class addresses the craft of writing about science in and for contemporary society, both its pleasures and its challenges. We will read essays, reportage, op-eds, and web-based articles on a variety of topics concerning science, technology, medicine and nature. Readings by contemporary writers such as Elizabeth Kolbert, Atul Gawande, and Michael Pollan will serve as examples of the craft and sources of ideas for our own writing.",mit_ocw,7bf1a337eafd5c89b09b999291a15e3c+21W.777,Comparative Media Studies Writing,"[""CMS-W""]","[""Literature"", ""Academic Writing"", ""Creative Writing"", ""Criticism"", ""Humanities"", ""Nonfiction Prose""]",http://ocw.mit.edu/courses/comparative-media-studies-writing/21w-777-science-writing-in-contemporary-society-spring-2017,Undergraduate,,
Small-Molecule Spectroscopy and Dynamics,"The goal of this course is to illustrate the spectroscopy of small molecules in the gas phase: quantum mechanical effective Hamiltonian models for rotational, vibrational, and electronic structure; transition selection rules and relative intensities; diagnostic patterns and experimental methods for the assignment of non-textbook spectra; breakdown of the Born-Oppenheimer approximation (spectroscopic perturbations); the stationary phase approximation; nondegenerate and quasidegenerate perturbation theory (van Vleck transformation); qualitative molecular orbital theory (Walsh diagrams); the notation of atomic and molecular spectroscopy.",mit_ocw,c2a4907d7cfa724909111923172114ba+5.80,Chemistry,"[""5""]","[""Physics"", ""Chemistry"", ""Physical Chemistry"", ""Health and Medicine"", ""Science"", ""Spectroscopy"", ""Quantum Mechanics""]",http://ocw.mit.edu/courses/chemistry/5-80-small-molecule-spectroscopy-and-dynamics-fall-2008,Graduate,,
Petrology,"This undergraduate petrology course surveys the distribution, chemical composition, and mineral associations in rocks of the earth's crust and upper mantle, and establishes its relation to tectonic environment. The emphasis of the course is on the use of chemistry and physics to interpret rock forming processes.",mit_ocw,30d68c4eb5feba3d3319c793d2cfbb99+12.109,Earth Atmospheric And Planetary Sciences,"[""12""]","[""Earth Science"", ""Geophysics"", ""Science"", ""Geochemistry"", ""Geology""]",http://ocw.mit.edu/courses/earth-atmospheric-and-planetary-sciences/12-109-petrology-fall-2005,Undergraduate,,
Learn Differential Equations: Up Close with Gilbert Strang and Cleve Moler,"*Learn Differential Equations: Up Close with* *\_Gilbert Strang* and\_ *Cleve Moler* is an in-depth series of videos about differential equations and the MATLAB® ODE suite. These videos are suitable for students and life-long learners to enjoy. About the Instructors Gilbert Strang is the MathWorks Professor of Mathematics at MIT. His research focuses on mathematical analysis, linear algebra and PDEs. He has written textbooks on linear algebra, computational science, finite elements, wavelets, GPS, and calculus. Cleve Moler is chief mathematician, chairman, and cofounder of MathWorks. He was a professor of math and computer science for almost 20 years at the University of Michigan, Stanford University, and the University of New Mexico. These videos were produced by {{% resource_link ""154536eb-d4bb-46b6-a7b9-eb8c76859eba"" ""The MathWorks ® "" %}} and are also available on {{% resource_link ""a65d4362-afac-4b7c-b1ad-b0062e60284b"" ""The MathWorks website"" %}}.",mit_ocw,b8aa6e9e746d1414f96b0d1cc1545f0b+RES.18-009,Mathematics,"[""18""]","[""Linear Algebra"", ""Engineering"", ""Programming Languages"", ""Differential Equations"", ""Applied Mathematics"", ""Mathematics"", ""Computer Science""]",http://ocw.mit.edu/resources/res-18-009-learn-differential-equations-up-close-with-gilbert-strang-and-cleve-moler-fall-2015,Undergraduate,computer_science,
Principles of Digital Communication I,"The course serves as an introduction to the theory and practice behind many of today's communications systems. 6.450 forms the first of a two-course sequence on digital communication. The second class, _6.451 Principles of Digital Communication II_, is offered in the spring. Topics covered include: digital communications at the block diagram level, data compression, Lempel-Ziv algorithm, scalar and vector quantization, sampling and aliasing, the Nyquist criterion, PAM and QAM modulation, signal constellations, finite-energy waveform spaces, detection, and modeling and system design for wireless communication.",mit_ocw,ab478792a7fe8fa97c045928a710a23f+6.450,Electrical Engineering And Computer Science,"[""6""]","[""Electrical Engineering"", ""Digital Systems"", ""Telecommunications"", ""Engineering""]",http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-450-principles-of-digital-communication-i-fall-2009,Graduate,computer_science,
Urbanization and Development,"The course examines the causes and effects of rapid urbanization in developing countries. Using case studies from the world's four major developing regions, including (among others) Mexico City, Buenos Aires, Managua, Singapore, Hong Kong, Guangzhou, Kabul, Beirut, Cairo, Kinshasa, Cape Town and Johannesburg, it explores the economic and political dynamics that grease the wheels of contemporary patterns of growth. In addition to examining both local and transnational forces that drive contemporary urbanization, the course focuses on key issues that emerge in rapidly growing cities of the developing world, ranging from growing income inequality and socio-economic exclusion, environmental challenges, and rising violence. Class sessions are discussion-based and focus on a critical analysis of the arguments presented in the [readings](/courses/11-947-urbanization-and-development-spring-2009/pages/readings).",mit_ocw,3dabb50ad8d8d4d4c6ccebb049fb7c3f+11.947,Urban Studies And Planning,"[""11""]","[""Public Administration"", ""Community Development"", ""Urban Studies"", ""The Developing World"", ""Humanities"", ""Sociology"", ""Social Science"", ""Society"", ""Political Philosophy"", ""Philosophy""]",http://ocw.mit.edu/courses/urban-studies-and-planning/11-947-urbanization-and-development-spring-2009,Graduate,,
